METRIC	AVERAGE	STD_DEV	N_RUNS
dev_AnCora-SPA_xlmr_orig_acc_epoch1	0.9879494942036476	0.00019514989716315153	5
dev_AnCora-SPA_xlmr_orig_f1_epoch1	0.8570582795282625	0.006360558676235269	5
dev_rpic_xlmr_orig_acc_epoch1	0.5618856166448889	0.009567491597019088	5
dev_rpic_xlmr_orig_f1_epoch1	0.39329054460072743	0.011697164225074663	5
dev_AnCora-SPA_xlmr_orig_acc_epoch2	0.9900022151665068	0.0002959548670727425	5
dev_AnCora-SPA_xlmr_orig_f1_epoch2	0.9287839508092356	0.011706611031800582	5
dev_rpic_xlmr_orig_acc_epoch2	0.5554126042818373	0.008573531573898037	5
dev_rpic_xlmr_orig_f1_epoch2	0.405639346321812	0.012031938390231325	5
dev_acc_epoch	0.7844385724173195	0.2156922050989256	19
dev_f1_epoch	0.6461930303150092	0.2482975113022488	20
