N_RUNS	EPOCH	F1 (TEST)	STDEV (F1 TEST)	ACC (TEST)	STDEV (ACC TEST)	F1 (VAL)	STDEV (F1 VAL)	ACC (VAL)	STDEV (ACC VAL)
hdt
---------------------
5	1	-	-	-	-	0.9360288281564442	0.0022073115003512786	0.9811028986000885	0.000111771633384937
5	2	-	-	-	-	0.9443436353097281	0.0028663987178673598	0.9812230414090151	0.00013265015328603594

noah
---------------------
5	1	0.32812031577960427	0.004157844017621473	0.49324465769412457	0.011123882321376882	-	-	-	-
5	2	0.3308305078961501	0.006359638691180303	0.48916903639344567	0.010741803217845926	-	-	-	-

