METRIC	AVERAGE	STD_DEV	N_RUNS
dev_ndt-nob_xlmr_orig_acc_epoch1	0.9686326266875636	0.0015956557711457372	5
dev_ndt-nob_xlmr_orig_f1_epoch1	0.7968117513028778	0.007121338131034097	5
dev_lia-west_xlmr_orig_acc_epoch1	0.5839103577072259	0.00230184001044158	5
dev_lia-west_xlmr_orig_f1_epoch1	0.5127257329129928	0.0023719780616738052	5
dev_ndt-nob_xlmr_orig_acc_epoch2	0.9757375787071407	0.0009433313139184871	5
dev_ndt-nob_xlmr_orig_f1_epoch2	0.852501289720703	0.002807336491668069	5
dev_lia-west_xlmr_orig_acc_epoch2	0.6039074845568166	0.004475248812586932	5
dev_lia-west_xlmr_orig_f1_epoch2	0.5582731929180571	0.00501240281707429	5
dev_acc_epoch	0.7934416939396387	0.18857851852648969	19
dev_f1_epoch	0.6800779917136578	0.1468750292899216	20
