METRIC	AVERAGE	STD_DEV	N_RUNS
dev_gsd_mbert_orig_acc_epoch1	0.8997982402062433	0.008696391500292777	5
dev_gsd_mbert_orig_f1_epoch1	0.7623048654389635	0.010926519802477554	5
dev_rpic_mbert_orig_acc_epoch1	0.7211177002713841	0.001185196741218934	5
dev_rpic_mbert_orig_f1_epoch1	0.5026995934734242	0.010784802940783891	5
dev_gsd_mbert_orig_acc_epoch2	0.9247828279997758	0.0043642495144119225	5
dev_gsd_mbert_orig_f1_epoch2	0.8125026737222726	0.007283709644012402	5
dev_rpic_mbert_orig_acc_epoch2	0.7176198612925921	0.003296813750125635	5
dev_rpic_mbert_orig_f1_epoch2	0.4976546038498483	0.0038973019031322675	5
dev_acc_epoch	0.8158296574424989	0.09701028647518908	20
dev_f1_epoch	0.6437904341211271	0.14497908351150518	20
