METRIC	AVERAGE	STD_DEV	N_RUNS
dev_acc_epoch	0.7673199648384365	0.18334953443872062	29
dev_f1_epoch	0.6098636124144649	0.22694501115351037	30
dev_padt_xlmr_orig_acc_epoch1	0.951265732605082	0.0012745392709175608	5
dev_padt_xlmr_orig_f1_epoch1	0.8179729948356396	0.008127970132711763	5
dev_dar-egy_xlmr_orig_acc_epoch1	0.6041165207877461	0.013358706452711672	5
dev_dar-egy_xlmr_orig_f1_epoch1	0.38082767911998494	0.007797417899840128	5
dev_padt_xlmr_orig_acc_epoch2	0.9570030871526954	0.0005383053710313942	5
dev_padt_xlmr_orig_f1_epoch2	0.8402892943517359	0.008208379381748173	5
dev_dar-egy_xlmr_orig_acc_epoch2	0.5830826039387308	0.02252557612160341	5
dev_dar-egy_xlmr_orig_f1_epoch2	0.38415005138027947	0.010338639045603499	5
dev_padt_xlmr_orig_acc_epoch3	0.9602279743528852	0.0008195271508197673	5
dev_padt_xlmr_orig_f1_epoch3	0.8510077074939153	0.009531161286474639	5
dev_dar-egy_xlmr_orig_acc_epoch3	0.5850519693654268	0.015568503948492627	5
dev_dar-egy_xlmr_orig_f1_epoch3	0.3849339473052345	0.008879625833149947	5
