METRIC	AVERAGE	STD_DEV	N_RUNS
dev_acc_epoch	0.7738747045457443	0.20788433616913551	20
dev_f1_epoch	0.7260234380003114	0.21738931259138503	20
dev_hdt_xlmr_orig_acc_epoch1	0.9814217373369207	0.00015083628084166736	5
dev_hdt_xlmr_orig_f1_epoch1	0.930612504634988	0.005205329933782888	5
dev_noah_xlmr_orig_acc_epoch1	0.5705154512069466	0.013640212653954487	5
dev_noah_xlmr_orig_f1_epoch1	0.4995558409480461	0.014652909571953705	5
dev_hdt_xlmr_orig_acc_epoch2	0.9816520031276743	0.00025813535524023306	5
dev_hdt_xlmr_orig_f1_epoch2	0.955087870714982	0.015453541476893722	5
dev_noah_xlmr_orig_acc_epoch2	0.5619096265114354	0.012086656287331325	5
dev_noah_xlmr_orig_f1_epoch2	0.5188375357032298	0.0033266509244513913	5
