METRIC	AVERAGE	STD_DEV	N_RUNS
dev_acc_epoch	0.8052317912465783	0.17638466555302973	20
dev_f1_epoch	0.7391021444279054	0.19614018671818317	20
dev_hdt_mbert_orig_acc_epoch1	0.9809021000978937	0.0002066846468011575	5
dev_hdt_mbert_orig_f1_epoch1	0.9159491595311258	0.00580158973302118	5
dev_noah_mbert_orig_acc_epoch1	0.634513671789001	0.018368064372848852	5
dev_noah_mbert_orig_f1_epoch1	0.5390040290742268	0.01587930119429856	5
dev_hdt_mbert_orig_acc_epoch2	0.9814155804975957	9.367707411423147e-05	5
dev_hdt_mbert_orig_f1_epoch2	0.9530706000249645	0.007496402327470697	5
dev_noah_mbert_orig_acc_epoch2	0.6240958126018229	0.015907847396352967	5
dev_noah_mbert_orig_f1_epoch2	0.5483847890813053	0.008494265457680438	5
