METRIC	AVERAGE	STD_DEV	N_RUNS
dev_gsd_camembert_orig_acc_epoch1	0.8489126779509023	0.0008184858343221269	5
dev_gsd_camembert_orig_f1_epoch1	0.7339620508920002	0.0026689872203178575	5
dev_rpic_camembert_orig_acc_epoch1	0.4509196904211478	0.005248414161896987	5
dev_rpic_camembert_orig_f1_epoch1	0.29844535251049786	0.004555088266666518	5
dev_gsd_camembert_orig_acc_epoch2	0.8899562829279228	0.001904906994065871	5
dev_gsd_camembert_orig_f1_epoch2	0.8035868586213214	0.005042846665225183	5
dev_rpic_camembert_orig_acc_epoch2	0.4789024022514826	0.004827368793537621	5
dev_rpic_camembert_orig_f1_epoch2	0.3192619607266109	0.001897602905905889	5
dev_acc_epochmem	0.6671727633878638	0.2030567417647148	20
dev_f1_epochmem	0.5388140556876075	0.23142197205303006	20
