N_RUNS	EPOCH	F1 (TEST)	STDEV (F1 TEST)	ACC (TEST)	STDEV (ACC TEST)	F1 (VAL)	STDEV (F1 VAL)	ACC (VAL)	STDEV (ACC VAL)
uzh
---------------------
5	1	0.41482863962396593	0.008221227356315936	0.4646814404432133	0.021991215038671266	-	-	-	-
5	2	0.4261683397293209	0.009036683378494888	0.4842105263157895	0.013135277251555322	-	-	-	-

alpino
---------------------
5	1	-	-	-	-	0.8252928859832881	0.011199227310799533	0.9768747820020927	0.001313672102216002
5	2	-	-	-	-	0.8864682412641093	0.004173282709063398	0.98170561562609	0.0010784530752522103

noah
---------------------
5	1	0.41407476106974855	0.005251166514405262	0.527664217240479	0.016067201013396985	-	-	-	-
5	2	0.45491061147889295	0.009873158175518017	0.5544425379536723	0.006300512322220152	-	-	-	-

lsdc
---------------------
5	1	0.459481105233803	0.004813355029228454	0.6292124105011933	0.006959158746962331	-	-	-	-
5	2	0.4887982634517112	0.016825573765735166	0.6265393794749403	0.008007720086113909	-	-	-	-

