N_RUNS	EPOCH	F1 (TEST)	STDEV (F1 TEST)	ACC (TEST)	STDEV (ACC TEST)	F1 (VAL)	STDEV (F1 VAL)	ACC (VAL)	STDEV (ACC VAL)
lsdc
---------------------
5	1	0.4963455653330831	0.01315813749438523	0.575706494794249	0.02683552675195655	-	-	-	-
5	2	0.4850918459419365	0.011025449372901537	0.5666831928606841	0.015402909311423813	-	-	-	-

uzh
---------------------
5	1	0.6418669091956051	0.007211537050849497	0.711634349030471	0.007440651533830077	-	-	-	-
5	2	0.639567141462323	0.0059413872175795085	0.7081717451523546	0.007151429719349362	-	-	-	-

hdt
---------------------
5	1	-	-	-	-	0.8728309176482991	0.0006973479938539277	0.9490341743461966	0.00031057374137621196
5	2	-	-	-	-	0.8813004120466733	0.0004786197462584592	0.9556700997919897	0.00019988343307758894

noah
---------------------
5	1	0.6464500110040012	0.004525886770496271	0.7567632156652062	0.004260460371819037	-	-	-	-
5	2	0.6470267519998685	0.0031445349333277493	0.7539232486406877	0.003356845243336447	-	-	-	-

