TRAIN	TARGET	AVG_0_MONOLINGUAL	AVG_15_MONOLINGUAL	AVG_35_MONOLINGUAL	AVG_55_MONOLINGUAL	AVG_75_MONOLINGUAL	AVG_95_MONOLINGUAL	AVG_0_MBERT	AVG_15_MBERT	AVG_35_MBERT	AVG_55_MBERT	AVG_75_MBERT	AVG_95_MBERT	AVG_0_XLMR	AVG_15_XLMR	AVG_35_XLMR	AVG_55_XLMR	AVG_75_XLMR	AVG_95_XLMR
German	Alsatian G.	0.9570997471658103	0.8792268167359921	0.9674577930022021	0.9674170132941848	0.9670418399804257	0.9658102927983034	0.8515088879702356	0.9388590326581232	0.942215791649442	0.9433546920214965	0.9435551880942539	0.9433402232327408	0.8761499540018398	0.9388377798221403	0.9423413063477462	0.9423202238577123	0.9431309414290094	0.9433992640294389
German	German	0.9993880095021066	0.7925537983577976	0.999583144424235	0.9994736441808307	0.9991304750406886	0.997372263309912	0.9985877452917166	0.9988304592803907	0.9988330239291157	0.9986716550594684	0.9984609766746008	0.9976434216923353	0.9985072837166419	0.9988758759168777	0.9989183591298687	0.9988289262790517	0.9986793469690701	0.9979770819184554
German	Swiss German	0.9699415488803066	0.8639918297332269	0.9828900335635353	0.9826709038357618	0.9825960427749161	0.9806035487117454	0.9502594321425816	0.9803082323894762	0.9829739217652959	0.9836847079700639	0.9835853714991126	0.9823094282848546	0.9268977008302292	0.9654482950138373	0.9657231228873207	0.9714676957550106	0.9725047640023365	0.9700734470309971
German	Low Saxon	0.9865993396776072	0.9356379879588269	0.9947951058457953	0.995144688288988	0.9947562633521072	0.9941347834530976	0.8429556225764756	0.9629039207238259	0.9737182249030589	0.9730180956484275	0.9753985351141748	0.9755708746230074	0.8447852760736196	0.9376687116564417	0.950920245398773	0.954038854805726	0.9546012269938651	0.9571370143149285
Dutch	Dutch	0.9514293612332478	0.9511795534747932	0.9483277648244666	0.9398849349774648	0.9268953328717993	0.8914092878457293	0.9732961410378621	0.9752711760957536	0.9753480163330763	0.9737447560296344	0.9717642482238839	0.9619099052002366	0.9694563596957536	0.9711708827809759	0.9718348753662592	0.9699256345714803	0.9673837569813548	0.9537745530261249
Dutch	Low Saxon	0.9596087665278027	0.9733743886976995	0.9802209744611483	0.9815250860351385	0.9788081869226589	0.9767071182756746	0.8192589401120207	0.8899181387333046	0.9010771219302024	0.9157690650581646	0.9143472641102972	0.9226195605342525	0.8157464212678937	0.8820858895705521	0.8989775051124745	0.9040899795501023	0.9052760736196319	0.9078118609406953
Bokmål	Bokmål	0.9535352654866234	0.9564126240648985	0.9538731755629584	0.9473490927004269	0.9348818912430769	0.9025004737667197	0.9863020316125368	0.9877997796900979	0.9881819592313799	0.9879937041548897	0.9866720241827925	0.9830803042209093	0.9817822215697023	0.9838691497713679	0.9838359675297333	0.9830647627156515	0.9805164163146574	0.9716914829616474
Bokmål	East N.	0.874198350893266	0.963364635822263	0.9698579935868071	0.9768094365551991	0.9780577187356847	0.9782982134677051	0.9442997082117548	0.9726969570654439	0.9782305127136306	0.9810650270946228	0.984222592746978	0.9855669028761984	0.9179277929858994	0.9589070812458035	0.9700428696864831	0.9700945199111615	0.9738443262228191	0.9747843603119675
Bokmål	North N.	0.869639794168096	0.9662258617827699	0.9716261827034802	0.984518342278537	0.9851380512366512	0.9820948376030543	0.9240983775963624	0.9676724880300368	0.9807378319727189	0.9810375116255038	0.9874237883641624	0.9905342564844478	0.9062867665865262	0.9512302419561103	0.9695227377359454	0.9649700751956622	0.9737377870990844	0.974147015192593
Bokmål	West N.	0.8609562342724626	0.9650071544875907	0.9688557753984309	0.9787042976266838	0.9793654709626487	0.9811318892781369	0.9402536865223432	0.9775447088879925	0.9838913540406077	0.987423244139662	0.9914392003944243	0.9909013491103043	0.9102546946786207	0.960256924929747	0.9762344439983941	0.9797403987689013	0.9815870467014586	0.9817743877960659
Nynorsk	East N.	0.8931516262024737	0.9722972972972974	0.9776912505726065	0.979512139257902	0.9803595968850205	0.9786188731103985	0.905794080867028	0.9341496456857025	0.9361296373488954	0.9388912046686118	0.9392246769487287	0.9382867861609003	0.889313568514023	0.9256649966427354	0.9342079438045555	0.9358504209493311	0.937420587779557	0.9365115438252156
Nynorsk	North N.	0.8974160349692912	0.9727992032313395	0.9808996846124053	0.9828584075693023	0.9834559840646268	0.9821391025286339	0.8810065102821122	0.9274568564637802	0.9301849746822363	0.9320760566291206	0.9335847886741758	0.9303089800558025	0.874827356898051	0.9212645148089417	0.9290910020972939	0.9314645250396438	0.932978668985626	0.9318635224308149
Nynorsk	Nynorsk	0.9659580701421042	0.9691739865882537	0.9685685270405333	0.9650992425962743	0.9582978112067329	0.9390962804880875	0.9854915422531748	0.9872237122970058	0.9874620820519591	0.9869834644699063	0.9857979455100269	0.982261961511254	0.980109514551146	0.9828105400744498	0.983131994290169	0.982742994659616	0.9808328564259385	0.9743322231373994
Nynorsk	West N.	0.8962352592884987	0.9750431736320128	0.9814082005230176	0.9832338283909803	0.985217348398875	0.981901613460305	0.8950293577159248	0.9366590471068083	0.9384698130966788	0.9400654385729013	0.941436959347407	0.9407646452422572	0.8756411971988045	0.9222891297560105	0.9303804808421429	0.9324233908738124	0.9342521967973593	0.9328605200945626
French	French	0.9865206151417201	0.9859384005449556	0.9827858740819924	0.9769285312908622	0.9647932277346056	0.9325317808441023	0.9893525058809084	0.9897255100170848	0.988739951234179	0.9872901895298659	0.983713968136445	0.9692500920869784	0.9891893659269382	0.9897163770579525	0.9892354781314122	0.9881903331992101	0.9854295140364757	0.9744708353531115
French	Picard	0.9851868229051515	0.9906588547424275	0.9908688923281008	0.9898739774485961	0.9869223966393987	0.9822794605350431	0.9624360042862247	0.9800452434813669	0.9844743421835933	0.9872365757828312	0.9875937611620431	0.987569948803429	0.9564652004296941	0.9737886583366313	0.9780064454118845	0.9803019166619551	0.9799739921976593	0.9799287612370667
French	Occitan	0.9793532033198412	0.9871867206345314	0.9880780080951798	0.9875628602968233	0.986614334191913	0.9839977104542296	0.8727596687978199	0.91289173042658	0.9232994445026727	0.9287391258777905	0.9319882611885546	0.9313069908814591	0.8729476153244724	0.907926114151681	0.9170543393275997	0.9202697419859265	0.9215500390930412	0.9225469116497264
