TRAIN	TARGET	AVG_0_MONOLINGUAL	AVG_15_MONOLINGUAL	AVG_35_MONOLINGUAL	AVG_55_MONOLINGUAL	AVG_75_MONOLINGUAL	AVG_95_MONOLINGUAL	AVG_0_MBERT	AVG_15_MBERT	AVG_35_MBERT	AVG_55_MBERT	AVG_75_MBERT	AVG_95_MBERT	AVG_0_XLMR	AVG_15_XLMR	AVG_35_XLMR	AVG_55_XLMR	AVG_75_XLMR	AVG_95_XLMR
German	Alsatian G.	0.20059198542805098	0.17654826958105638	0.26325136612021854	0.2656648451730419	0.26375227686703095	0.2442622950819672	0.20136518771331052	0.25274175199089866	0.2623890784982935	0.26552901023890785	0.2650284414106939	0.2456427758816837	0.2007307604475907	0.2523407170586892	0.26416990180406485	0.2667275633706325	0.26531171500342543	0.2447590774149349
German	German	0.6740607571419344	0.4051952430052487	0.6370252232380875	0.59910575801436	0.5349978474449295	0.3507855481781931	0.6740607571419345	0.6618885795407538	0.6370487521335707	0.5988732726665383	0.5351357184536216	0.3506798872115571	0.6740257226913914	0.6618395844161846	0.6369970894652709	0.5988369701471925	0.535011491935626	0.3510567998995393
German	Swiss German	0.2035792303814484	0.15492354226180466	0.24394219458914462	0.24337926398924545	0.2368159412983812	0.20586456057805408	0.2035208604680475	0.23600689046678705	0.24341834376706858	0.24308222343599004	0.23704886349313048	0.20576446367799667	0.2035379637799907	0.23636287238959616	0.2437833522416908	0.24352283709399553	0.23722005126265805	0.2060170595403168
German	Low Saxon	0.1377410468319559	0.1737373737373737	0.26721763085399447	0.2791551882460973	0.29329660238751143	0.28833792470156105	0.1371115173674588	0.23638025594149908	0.2680073126142596	0.28107861060329065	0.2877513711151737	0.2859232175502743	0.1372369624885636	0.23732845379688924	0.26935041171088747	0.2829368709972553	0.291491308325709	0.28435498627630373
Dutch	Dutch	0.6535420542999315	0.6401692247636144	0.6168792573719086	0.578447138315085	0.5156702372259061	0.3239924361116323	0.6535420542999315	0.6405839122869289	0.6169000755861316	0.5789600576655114	0.5153577567724195	0.3235152939456488	0.6535420542999315	0.6405263748876193	0.6170925639976398	0.5792070502342568	0.515348864286344	0.32513732485382035
Dutch	Low Saxon	0.1992619926199262	0.23708487084870847	0.24926199261992615	0.2522140221402213	0.25129151291512913	0.22988929889298887	0.1974405850091407	0.23564899451553928	0.2502742230347349	0.2515539305301645	0.2513711151736745	0.22797074954296156	0.1976212259835315	0.2356816102470265	0.24611161939615736	0.2508691674290942	0.24849039341262577	0.22891125343092403
Bokmål	Bokmål	0.6345426204699068	0.6187304258292595	0.5913267947342629	0.548285794453599	0.4799537827893353	0.29477980207318905	0.6345197179452504	0.6192427253997332	0.591351102511885	0.5482367838541865	0.4799332907883301	0.2944090233464306	0.6345426204699068	0.6187860530642499	0.5911703501705732	0.5484244762275841	0.4802741520905339	0.29478743677240477
Bokmål	East N.	0.1718983557548579	0.22291978076731436	0.23996013951170897	0.2457399103139013	0.2538116591928251	0.24324862979571496	0.1718983557548579	0.22105962464706855	0.24005979073243644	0.24544095665171892	0.2531141006477329	0.24454409566517182	0.1718983557548579	0.2235176880916791	0.23966118584952661	0.24872944693572493	0.2544095665171898	0.24105630293971098
Bokmål	North N.	0.1786267423851316	0.2173464119772844	0.2311822405782137	0.23531233866804335	0.23655136809499222	0.2178626742385131	0.1786267423851316	0.21648597487523658	0.23149199793495093	0.23335054207537426	0.23686112545172944	0.22044398554465663	0.1786267423851316	0.21538461538461534	0.2313887454827052	0.23469282395456886	0.23913267940113578	0.21672689726380998
Bokmål	West N.	0.1790916880891174	0.21979434447300766	0.23573264781491	0.24233076263924586	0.24241645244215934	0.23007712082262208	0.1790916880891174	0.21979434447300764	0.23487574978577547	0.24070265638389027	0.24473007712082256	0.22913453299057407	0.1790916880891174	0.2201371036846615	0.23633247643530414	0.24207369323050557	0.2426735218508997	0.22784918594687226
Nynorsk	East N.	0.1963129048330842	0.24504235176880912	0.2618834080717488	0.26875934230194315	0.27224713502740405	0.2596910812157448	0.1963129048330842	0.24504235176880912	0.26377678126557047	0.2676631788739412	0.2728450423517688	0.260587942202292	0.1963129048330842	0.24474339810662676	0.2623816641753861	0.27005480817140004	0.2699551569506727	0.25859491778774285
Nynorsk	North N.	0.1770779556014455	0.21538461538461534	0.22519359834796077	0.23283427981414553	0.2347960764068146	0.21951471347444498	0.1770779556014455	0.2147651006711409	0.22818791946308722	0.23149199793495093	0.23283427981414553	0.21951471347444498	0.1770779556014455	0.21497160557563239	0.2273618998451213	0.23190500774393388	0.23283427981414553	0.22023748064016518
Nynorsk	Nynorsk	0.6339333116766321	0.6209333003807218	0.5969053103563761	0.5575632785101018	0.4905739253399914	0.31296447262436144	0.6339333116766321	0.6210694272712817	0.5966823266049844	0.5571458784885277	0.49065777575085845	0.3138101440501647	0.633933311676632	0.6208849563673742	0.5967888457975428	0.5576165952065867	0.49070715998099806	0.31306995160012774
