TRAIN	TARGET	AVG_0_MONOLINGUAL	AVG_15_MONOLINGUAL	AVG_35_MONOLINGUAL	AVG_55_MONOLINGUAL	AVG_75_MONOLINGUAL	AVG_95_MONOLINGUAL	AVG_0_MBERT	AVG_15_MBERT	AVG_35_MBERT	AVG_55_MBERT	AVG_75_MBERT	AVG_95_MBERT	AVG_0_XLMR	AVG_15_XLMR	AVG_35_XLMR	AVG_55_XLMR	AVG_75_XLMR	AVG_95_XLMR
German	Alsatian G.	2.573195800804864	1.4029486159971654	1.29198256332669	1.0070687715097297	0.8259585432173138	0.6992940189463333	1.7878582400926668	1.4026513165689098	1.0914000043388417	0.8933115688233398	0.7568747231245111	0.6559565566881778	1.7559882711035157	1.4442527369609874	1.16920586760005	0.982443507680056	0.8477440725061338	0.7450571673778283
German	German	1.0474982103313661	0.5711132296983499	0.5259410972304274	0.40995820664214067	0.33589782257584583	0.2846690613720855	1.0205276175586235	0.8006475984859642	0.6229821924660309	0.5094733549339244	0.4320317688837371	0.3744266558763894	1.0136388132173644	0.8336904376696518	0.6749204807023614	0.5669214010631091	0.4893576510207319	0.43008195176916014
German	Swiss German	2.5207749778377146	1.3743679222900673	1.2656624561636016	0.9865528924730299	0.8091685929403648	0.6850480886686194	1.7500832984949823	1.373015257972587	1.0683402502156762	0.8743701520354952	0.7408830198554031	0.6420971129896497	1.5227468179218768	1.2524179663798332	1.0139045594334772	0.8518499576596833	0.7351413503517356	0.6460939685442775
German	Low Saxon	2.6486998154720727	1.4441146449664561	1.3298925701674764	1.0366186935448793	0.8501942371905743	0.7198130582851587	1.466252965219394	1.1503382124868318	0.8950757150182905	0.7326200183433568	0.6207258395516873	0.5379611340154649	1.4282760488385737	1.174718320512821	0.9510022158662995	0.7990944782760796	0.6895333950861022	0.6060104869108962
Dutch	Dutch	1.080077430060257	0.6429988669746873	0.4229854888776442	0.31295265112825504	0.2493671314042555	0.2052452515304597	1.0193733169850066	0.8116268713331822	0.641903241372465	0.5285394425885608	0.45102654957469684	0.3902877647934503	1.069471270951606	0.8717494341004164	0.7030302634549872	0.587266119919055	0.5058082316684093	0.44077729308839064
Dutch	Low Saxon	3.631544105368385	2.1619549489060272	1.4222040161549119	1.0522406300081821	0.838447051035244	0.6900960640467315	1.4558699800316262	1.1591663007776678	0.9167668445189567	0.7548605549174411	0.6441565644127069	0.5574093718844967	1.561502751631399	1.2728150601649137	1.0264732870180902	0.8574495520366296	0.7385153458542721	0.6435656335132225
Bokmål	Bokmål	1.0081392747474474	0.6219564293367121	0.41392068246302216	0.30829117078602936	0.2473220290668844	0.20504003412645147	1.0244660005948094	0.8364676657414145	0.6725313623641693	0.5621413545755033	0.4836091166889015	0.42356126141901784	1.014112370683585	0.8229551360936901	0.6590857085716704	0.5497306210072068	0.47214144967776955	0.41242492123958935
Bokmål	East N.	2.893904488419214	1.785351039824923	1.1881760296754245	0.8849622519678189	0.7099478692375151	0.5885756957666519	1.2262926755715748	1.000263218782389	0.8050245525771643	0.6728869726780428	0.5788833570766757	0.5070056714741404	1.3165835801729173	1.0684114016571662	0.8556659468093988	0.7136943893589214	0.6129633146529675	0.5354356135032019
Bokmål	North N.	2.876647681392514	1.77470471113907	1.1810907493768135	0.8796850830532137	0.7057143385776483	0.5850659264418189	1.198352699898593	0.9774731209891909	0.7866827921938404	0.6575558482068572	0.5656940204391738	0.495454003255582	1.2597317695341486	1.022275992097116	0.8187171658048069	0.6828761269342479	0.5864947525214348	0.5123147994762346
Bokmål	West N.	2.8058667909786283	1.731037500695233	1.1520296114970343	0.8580401336681787	0.6883499982778337	0.5706701811817212	1.2239663968700785	0.998203858522896	0.8034974200188874	0.6716105052700272	0.5777852146421296	0.506043881096865	1.289232133732061	1.0462156233797335	0.8378898620489096	0.6988677014375009	0.6002292706291625	0.5243121734680949
Nynorsk	East N.	1.8898043200999617	1.3971165938057653	1.0377407783664467	0.827485859232352	0.687215449305523	0.586665748235079	1.108041602737343	0.9328548973517832	0.7712839142975889	0.6581785420461586	0.5737604915697243	0.5080166401323749	1.0544813980012817	0.9137397753218709	0.7760231052502944	0.6757976700712536	0.5973777796621186	0.5353684783709042
Nynorsk	North N.	1.8785351200967502	1.3887853681037463	1.031552567101123	0.8225514310757767	0.6831174756364231	0.5831673682273831	1.0827958714026895	0.9116006375346621	0.753710904010797	0.6431825359380107	0.5606878748152418	0.49644193790221375	1.0089475043206395	0.874283290020051	0.7425134068950978	0.6466158378293795	0.5715822214304882	0.5122505633272493
Nynorsk	Nynorsk	0.9981029018923945	0.7378891622418301	0.5480843023180492	0.437037860793463	0.3629538396551273	0.3098483687048256	0.9749617293420917	0.8208155918518584	0.6786498783435726	0.5791288774572226	0.504849745449124	0.4470019724660352	0.9890450254501303	0.8570371948248608	0.7278666018546811	0.6338607063734558	0.5603072016340531	0.5021459186659875
Nynorsk	West N.	1.8323131272770248	1.354613833791774	1.0061708668392393	0.8023122745466823	0.6663091388019915	0.5688183376351226	1.1059396464652658	0.9310852704735302	0.7698207877712882	0.6569299765489942	0.5726720672172941	0.5070529319463214	1.0325750094402733	0.8947572322444962	0.7599015655928325	0.661758269872003	0.5849675182921262	0.5242464330387259
French	French	0.9391072881682178	0.6836684827658197	0.5025959613952856	0.39739375672841454	0.3285457668974064	0.2799612801441499	1.0181388979537072	0.7549541750672899	0.561983604873366	0.4476817801398326	0.3722936917463466	0.318453768407611	0.9657841460452884	0.8126941757301976	0.6713594913820896	0.5718327766837665	0.4984366213931537	0.4415406326558046
