SETUP_NAME	SEED	TRAIN_SET	TARGET_SET	SUBTOKEN_RATIO_TRAIN	SUBTOKEN_RATIO_TARGET	SUBTOKEN_RATIO_DIFF	UNK_RATIO_TRAIN	UNK_RATIO_TARGET	UNK_RATIO_DIFF	TTR_TRAIN	TTR_TARGET	TTR_DIFF	SPLIT_TOKEN_RATIO_TRAIN	SPLIT_TOKEN_RATIO_TARGET	SPLIT_TOKEN_RATIO_DIFF	TARGET_SUBTOKS_IN_TRAIN	TARGET_SUBTOK_TYPES_IN_TRAIN	TARGET_WORD_TOKENS_IN_TRAIN	TARGET_WORD_TYPES_IN_TRAIN	F1_MACRO	ACCURACY
C_padt-full_padt-egy_arabert_orig	12345	train_padt-full_arabert_orig	dev_padt_arabert_orig	1.446435036062713	1.4068168228024716	-0.0396182132602414	0.0	0.0	0.0	0.03836366107055059	0.10816012317167052	0.06979646210111992	0.3458467936578664	0.32492857617434057	-0.020918217483525847	0.9709313308774913	0.8232460732984294	0.9268154939871105	0.7567131327953045	0.7971920480073886	0.9335592319447212
C_padt-full_padt-egy_arabert_orig	23456	train_padt-full_arabert_orig	dev_padt_arabert_orig	1.446435036062713	1.4068168228024716	-0.0396182132602414	0.0	0.0	0.0	0.03836366107055059	0.10816012317167052	0.06979646210111992	0.3458467936578664	0.32492857617434057	-0.020918217483525847	0.9709313308774913	0.8232460732984294	0.9268154939871105	0.7567131327953045	0.7971920480073886	0.9335592319447212
C_padt-full_padt-egy_arabert_orig	34567	train_padt-full_arabert_orig	dev_padt_arabert_orig	1.446435036062713	1.4068168228024716	-0.0396182132602414	0.0	0.0	0.0	0.03836366107055059	0.10816012317167052	0.06979646210111992	0.3458467936578664	0.32492857617434057	-0.020918217483525847	0.9709313308774913	0.8232460732984294	0.9268154939871105	0.7567131327953045	0.7971920480073886	0.9335592319447212
C_padt-full_padt-egy_arabert_orig	45678	train_padt-full_arabert_orig	dev_padt_arabert_orig	1.446435036062713	1.4068168228024716	-0.0396182132602414	0.0	0.0	0.0	0.03836366107055059	0.10816012317167052	0.06979646210111992	0.3458467936578664	0.32492857617434057	-0.020918217483525847	0.9709313308774913	0.8232460732984294	0.9268154939871105	0.7567131327953045	0.7971920480073886	0.9335592319447212
C_padt-full_padt-egy_arabert_orig	56789	train_padt-full_arabert_orig	dev_padt_arabert_orig	1.446435036062713	1.4068168228024716	-0.0396182132602414	0.0	0.0	0.0	0.03836366107055059	0.10816012317167052	0.06979646210111992	0.3458467936578664	0.32492857617434057	-0.020918217483525847	0.9709313308774913	0.8232460732984294	0.9268154939871105	0.7567131327953045	0.7971920480073886	0.9335592319447212
C_padt-full_padt-egy_arabert_orig	12345	train_padt-full_arabert_orig	test_padt_arabert_orig	1.446435036062713	1.454163034827756	0.007727998765043154	0.0	0.0	0.0	0.03836366107055059	0.10830333996123934	0.06993967889068875	0.3458467936578664	0.35198241225077703	0.006135618592910619	0.9792812280107372	0.8530574285049989	0.9370144389282601	0.7792207792207793	0.8748065364575521	0.949018270032598
C_padt-full_padt-egy_arabert_orig	23456	train_padt-full_arabert_orig	test_padt_arabert_orig	1.446435036062713	1.454163034827756	0.007727998765043154	0.0	0.0	0.0	0.03836366107055059	0.10830333996123934	0.06993967889068875	0.3458467936578664	0.35198241225077703	0.006135618592910619	0.9792812280107372	0.8530574285049989	0.9370144389282601	0.7792207792207793	0.8748065364575521	0.949018270032598
C_padt-full_padt-egy_arabert_orig	34567	train_padt-full_arabert_orig	test_padt_arabert_orig	1.446435036062713	1.454163034827756	0.007727998765043154	0.0	0.0	0.0	0.03836366107055059	0.10830333996123934	0.06993967889068875	0.3458467936578664	0.35198241225077703	0.006135618592910619	0.9792812280107372	0.8530574285049989	0.9370144389282601	0.7792207792207793	0.8748065364575521	0.949018270032598
C_padt-full_padt-egy_arabert_orig	45678	train_padt-full_arabert_orig	test_padt_arabert_orig	1.446435036062713	1.454163034827756	0.007727998765043154	0.0	0.0	0.0	0.03836366107055059	0.10830333996123934	0.06993967889068875	0.3458467936578664	0.35198241225077703	0.006135618592910619	0.9792812280107372	0.8530574285049989	0.9370144389282601	0.7792207792207793	0.8748065364575521	0.949018270032598
C_padt-full_padt-egy_arabert_orig	56789	train_padt-full_arabert_orig	test_padt_arabert_orig	1.446435036062713	1.454163034827756	0.007727998765043154	0.0	0.0	0.0	0.03836366107055059	0.10830333996123934	0.06993967889068875	0.3458467936578664	0.35198241225077703	0.006135618592910619	0.9792812280107372	0.8530574285049989	0.9370144389282601	0.7792207792207793	0.8748065364575521	0.949018270032598
C_padt-full_padt-egy_arabert_orig	12345	train_padt-full_arabert_orig	test_dar-glf_arabert_orig	1.446435036062713	1.233714738869378	-0.21272029719333485	0.0	0.0	0.0	0.03836366107055059	0.20857093485398306	0.17020727378343248	0.3458467936578664	0.18828594086326045	-0.15756085279460597	0.7948576675849404	0.572139303482587	0.6560552849212643	0.36471433704635287	0.39623702926203325	0.6495978248555568
C_padt-full_padt-egy_arabert_orig	23456	train_padt-full_arabert_orig	test_dar-glf_arabert_orig	1.446435036062713	1.233714738869378	-0.21272029719333485	0.0	0.0	0.0	0.03836366107055059	0.20857093485398306	0.17020727378343248	0.3458467936578664	0.18828594086326045	-0.15756085279460597	0.7948576675849404	0.572139303482587	0.6560552849212643	0.36471433704635287	0.39623702926203325	0.6495978248555568
