TRAIN	TARGET	AVG_0_MONOLINGUAL	AVG_15_MONOLINGUAL	AVG_35_MONOLINGUAL	AVG_55_MONOLINGUAL	AVG_75_MONOLINGUAL	AVG_95_MONOLINGUAL	AVG_0_MBERT	AVG_15_MBERT	AVG_35_MBERT	AVG_55_MBERT	AVG_75_MBERT	AVG_95_MBERT	AVG_0_XLMR	AVG_15_XLMR	AVG_35_XLMR	AVG_55_XLMR	AVG_75_XLMR	AVG_95_XLMR
German	Alsatian G.	0.1878599221233828	0.2680338397558106	0.3741539843292715	0.4800073722974125	0.5852598532365956	0.6912692507716562	0.2644483093471974	0.3370731462311468	0.4332015278368274	0.5292622581870667	0.6246689030598871	0.720773505376116	0.3427517058109399	0.41673314774252584	0.5147664929248889	0.6126235182522766	0.7099642428634231	0.8078145150278692
German	German	0.1878599221233828	0.26803383975581063	0.3741539843292716	0.4800073722974125	0.5852455048422958	0.6912692507716565	0.2644483093471974	0.33707314623114687	0.4332015278368274	0.5292847927876149	0.6246689030598869	0.7207735053761158	0.34275170581093983	0.41673314774252584	0.5147664929248887	0.6126631675468898	0.7099642428634232	0.8078145150278692
German	Swiss German	0.1878599221233828	0.2680338397558106	0.3741539843292715	0.4800073722974125	0.5852335478470457	0.6912692507716562	0.2644483093471974	0.3370731462311468	0.4332015278368274	0.5293028204680533	0.6246689030598871	0.720773505376116	0.3427517058109399	0.41673314774252584	0.5147664929248889	0.6126948869825803	0.7099642428634231	0.8078145150278692
German	Low Saxon	0.1878599221233828	0.2680338397558106	0.3741539843292715	0.4800073722974125	0.5852598532365956	0.6912692507716562	0.2644483093471974	0.3370731462311468	0.4332015278368274	0.5292622581870667	0.6246689030598871	0.720773505376116	0.3427517058109399	0.41673314774252584	0.5147664929248889	0.6126235182522766	0.7099642428634231	0.8078145150278692
Dutch	Dutch	0.13356254532756723	0.2243519836686454	0.34104745376379264	0.4609581933844803	0.5784964371624848	0.7028562657701345	0.26633430391851387	0.33450631386710145	0.4229524754160048	0.5136687904983231	0.6019475424106965	0.6956263121034942	0.3135082865508071	0.3846153844058141	0.4769188742363587	0.5709306723100591	0.6628763582226528	0.7606751620589398
Dutch	Low Saxon	0.1335625453275672	0.2243519836686454	0.3410474537637927	0.4609581933844803	0.5784964371624848	0.7028562657701345	0.2663343039185138	0.3345063138671014	0.4229524754160049	0.5136687904983231	0.6019475424106965	0.6956263121034942	0.3135082865508071	0.38461538440581416	0.4769188742363587	0.5709306723100591	0.6628763582226528	0.7606751620589398
Bokmål	Bokmål	0.1030891482085892	0.16709938249838038	0.25108248447877624	0.33711138481585384	0.42021465307389894	0.5068680297140744	0.27904831030792127	0.3421396212419122	0.42507407749098985	0.5085482165842461	0.5911296900539496	0.674933256874437	0.3041447632793984	0.37479209113962	0.46797770883402323	0.5610706111296145	0.6532729617726878	0.7478624108957138
Bokmål	East N.	0.1030891482085892	0.16709938249838036	0.2510824844787762	0.3371113848158538	0.42021465307389894	0.5068680297140744	0.2790483103079213	0.3421049730050392	0.42507407749098985	0.5085482165842461	0.5911296900539494	0.6749332568744368	0.3041447632793984	0.37479209113962	0.46797770883402323	0.5610706111296146	0.6532729617726878	0.7478624108957138
Bokmål	North N.	0.1030891482085892	0.16709938249838036	0.2510824844787762	0.3371113848158538	0.42021465307389894	0.5068680297140744	0.2790483103079213	0.3421049730050392	0.42507407749098985	0.5085482165842461	0.5911296900539494	0.6749332568744368	0.3041447632793984	0.37479209113962	0.46797770883402323	0.5610706111296146	0.6532729617726878	0.7478624108957138
Bokmål	West N.	0.1030891482085892	0.16709938249838036	0.2510824844787762	0.3371113848158538	0.42021465307389894	0.5068680297140744	0.2790483103079213	0.342160410184036	0.42507407749098985	0.5085482165842461	0.5911296900539494	0.6749332568744368	0.3041447632793984	0.37479209113962	0.46797770883402323	0.5610706111296146	0.6532729617726878	0.7478624108957138
Nynorsk	East N.	0.1578629837677425	0.21353311852491327	0.2874808780560061	0.36052627593116504	0.4341148753717984	0.5085185857995225	0.3088285658371114	0.36682586680098106	0.44366970377976367	0.5199135825614615	0.5964078268501726	0.6735902468819104	0.3797430680979619	0.438234390828398	0.5160057556369105	0.5925328688841152	0.6703163399696979	0.74795637032907
Nynorsk	North N.	0.1578629837677425	0.21353311852491327	0.2874808780560061	0.36052627593116504	0.4341148753717984	0.5085185857995225	0.3088285658371114	0.36682586680098106	0.44366970377976367	0.5199135825614615	0.5964078268501726	0.6735902468819104	0.3797430680979619	0.438234390828398	0.5160057556369105	0.5925328688841152	0.6703163399696979	0.74795637032907
Nynorsk	Nynorsk	0.1578629837677425	0.21353311852491333	0.28748087805600603	0.36052627593116504	0.4341148753717984	0.5085185857995225	0.3088285658371114	0.3668258668009811	0.44366970377976367	0.5199135825614615	0.5964078268501727	0.6735902468819104	0.3797430680979619	0.438234390828398	0.5160057556369108	0.5925328688841152	0.670316339969698	0.7479563703290699
Nynorsk	West N.	0.1578629837677425	0.21353311852491327	0.2874808780560061	0.36052627593116504	0.4341148753717984	0.5085185857995225	0.3088285658371114	0.36682586680098106	0.44366970377976367	0.5199135825614615	0.5964078268501726	0.6735902468819104	0.3797430680979619	0.438234390828398	0.5160057556369105	0.5925328688841152	0.6703163399696979	0.74795637032907
French	French	0.23492940870607107	0.3227060943769784	0.4389689730572964	0.5551771859808454	0.6715165786891806	0.7880520963423348	0.20617254649329514	0.2780465142254024	0.3735207957816399	0.46888745255465547	0.5638354369353629	0.6591615306966079	0.34781895749872066	0.41333883509968594	0.5003552035052821	0.5874412982355347	0.6739434395231297	0.7607864428173106
