METRIC	AVERAGE	STD_DEV	N_RUNS
dev_ndt-nob_mbert_orig_acc_epoch1	0.9798553633788873	0.0004332398579202006	5
dev_ndt-nob_mbert_orig_f1_epoch1	0.8992008519453147	0.0016855006499540356	5
dev_lia-west_mbert_orig_acc_epoch1	0.5789541732509698	0.005748347574001199	5
dev_lia-west_mbert_orig_f1_epoch1	0.49304412822397736	0.016551868740382208	5
dev_ndt-nob_mbert_orig_acc_epoch2	0.9832430500178733	0.0006369920965961529	5
dev_ndt-nob_mbert_orig_f1_epoch2	0.9044971003970723	0.0014623198251343045	5
dev_lia-west_mbert_orig_acc_epoch2	0.5789541732509697	0.013801398627638638	5
dev_lia-west_mbert_orig_f1_epoch2	0.5112293961277514	0.002433669042463952	5
dev_f1_epoch	0.7019928691735291	0.20014625747235706	20
dev_acc_epoch	0.7695427523017255	0.20104780292010344	19
