METRIC	AVERAGE	STD_DEV	N_RUNS
dev_gsd_xlmr_orig_acc_epoch1	0.9840935213478736	0.0003746916979418242	5
dev_gsd_xlmr_orig_f1_epoch1	0.8971997190335902	0.002466506735613275	5
dev_rpic_xlmr_orig_acc_epoch1	0.6655945321137804	0.011232256544134256	5
dev_rpic_xlmr_orig_f1_epoch1	0.4662231505067078	0.005146599813377766	5
dev_gsd_xlmr_orig_acc_epoch2	0.9856578172745367	0.0002911217512432273	5
dev_gsd_xlmr_orig_f1_epoch2	0.9062125223764219	0.008515757342487119	5
dev_rpic_xlmr_orig_acc_epoch2	0.666720273394311	0.02165158367686829	5
dev_rpic_xlmr_orig_f1_epoch2	0.47415014479588063	0.008685595480282993	5
dev_f1_epoch	0.6859463841781502	0.2159060087126519	20
dev_acc_epoch	0.8255165360326255	0.1598267580877192	20
