METRIC	AVERAGE	STD_DEV	N_RUNS
dev_f1_epocha	0.6350277278613798	0.2153784492737737	30
dev_acc_epocha	0.7713901461866981	0.15407122831916648	30
dev_padt_arabert_orig_acc_epoch1	0.9232124303390951	0.0004978887203719049	5
dev_padt_arabert_orig_f1_epoch1	0.8298746171485828	0.0009320987304652543	5
dev_dar-egy_arabert_orig_acc_epoch1	0.6180006377551021	0.008630101475263448	5
dev_dar-egy_arabert_orig_f1_epoch1	0.41999815679639657	0.009049560907478053	5
dev_padt_arabert_orig_acc_epoch2	0.9268395201662416	0.0003698869226258854	5
dev_padt_arabert_orig_f1_epoch2	0.855206615144052	0.004761277157540374	5
dev_dar-egy_arabert_orig_acc_epoch2	0.6182397959183674	0.011676906675765016	5
dev_dar-egy_arabert_orig_f1_epoch2	0.4217322649878767	0.008251869524603	5
dev_padt_arabert_orig_acc_epoch3	0.9258335694719939	0.0010318367831577563	5
dev_padt_arabert_orig_f1_epoch3	0.8651058204616803	0.0016177950924667964	5
dev_dar-egy_arabert_orig_acc_epoch3	0.6162149234693878	0.009239941313765484	5
dev_dar-egy_arabert_orig_f1_epoch3	0.4182488926296902	0.006737881956514917	5
