METRIC	AVERAGE	STD_DEV	N_RUNS
dev_acc_epoch	0.49110281650276566	0.41393143561440976	40
dev_f1_epoch	0.3723358763129	0.33505677271099366	40
dev_tdt_xlmr_orig_acc_epoch1	0.9547909648202353	0.003229090250068546	5
dev_tdt_xlmr_orig_f1_epoch1	0.7558939358033312	0.0037431548616721415	5
dev_murre-SAV_xlmr_orig_acc_epoch1	0.8354773780752079	0.004903056991416937	5
dev_murre-SAV_xlmr_orig_f1_epoch1	0.6297995358614512	0.0068778872214317645	5
dev_tdt_xlmr_orig_acc_epoch2	0.9689180979731595	0.0003602917419848501	5
dev_tdt_xlmr_orig_f1_epoch2	0.8106988022334155	0.011378638050569866	5
dev_murre-SAV_xlmr_orig_acc_epoch2	0.8520219791521277	0.0037640765779811715	5
dev_murre-SAV_xlmr_orig_f1_epoch2	0.6115305581910567	0.009000046929332671	5
