METRIC	AVERAGE	STD_DEV	N_RUNS
dev_ndt-nob_norbert_orig_acc_epoch1	0.9868239434683383	0.00027572825509025956	5
dev_ndt-nob_norbert_orig_f1_epoch1	0.9119702535631176	0.0035753016214329103	5
dev_lia-west_norbert_orig_acc_epoch1	0.5892400517167073	0.04515146041365321	5
dev_lia-west_norbert_orig_f1_epoch1	0.5778942000560219	0.031900897216090386	5
dev_ndt-nob_norbert_orig_acc_epoch2	0.9885616871511452	0.00023395801244119324	5
dev_ndt-nob_norbert_orig_f1_epoch2	0.917774884696524	0.0013792244957847612	5
dev_lia-west_norbert_orig_acc_epoch2	0.32993822726619737	0.0593327925174285	5
dev_lia-west_norbert_orig_f1_epoch2	0.3615788367968692	0.06083908231084663	5
dev_f1_epochr	0.6923045437781332	0.2378512481150648	20
dev_acc_epochr	0.7236409774005972	0.28198975414846555	20
