METRIC	AVERAGE	STD_DEV	N_RUNS
dev_ndt-nob_norbert_orig_acc_epoch1	0.8930187797299898	0.005860221139706255	5
dev_ndt-nob_norbert_orig_f1_epoch1	0.7637019620718739	0.006852294005539934	5
dev_lia-west_norbert_orig_acc_epoch1	0.5870708231575923	0.008156205539790443	5
dev_lia-west_norbert_orig_f1_epoch1	0.530265731241885	0.012417621459512251	5
dev_ndt-nob_norbert_orig_acc_epoch2	0.9112045973218951	0.00482353163033887	5
dev_ndt-nob_norbert_orig_f1_epoch2	0.7902106760016167	0.004921065246092337	5
dev_lia-west_norbert_orig_acc_epoch2	0.5875592587271943	0.005424094028749542	5
dev_lia-west_norbert_orig_f1_epoch2	0.532293124206673	0.0056960763173510755	5
dev_acc_epochr	0.7447133647341679	0.15765148566479814	20
dev_f1_epochr	0.6541178733805121	0.12345885900533639	20
