METRIC	AVERAGE	STD_DEV	N_RUNS
dev_acc_epoch	0.7577487045659095	0.21332818576246204	30
dev_f1_epoch	0.7250733649802114	0.2235142299382451	30
dev_hdt_gbert_orig_acc_epoch1	0.9696037820699692	0.00028484971395006383	5
dev_hdt_gbert_orig_f1_epoch1	0.920466911711108	0.0003984615005649897	5
dev_noah_gbert_orig_acc_epoch1	0.5685881005617058	0.01078964844696748	5
dev_noah_gbert_orig_f1_epoch1	0.49936193721114713	0.009990483229360877	5
dev_hdt_gbert_orig_acc_epoch2	0.9706166428253435	0.0003939664571684341	5
dev_hdt_gbert_orig_f1_epoch2	0.9613128936359931	0.004798297083888642	5
dev_noah_gbert_orig_acc_epoch2	0.527231082709078	0.021768147324736375	5
dev_noah_gbert_orig_f1_epoch2	0.4975804252368741	0.017571986484317733	5
dev_hdt_gbert_orig_acc_epoch3	0.9699825314287394	0.0004339342039296198	5
dev_hdt_gbert_orig_f1_epoch3	0.9615949193033119	0.007859205580098002	5
dev_noah_gbert_orig_acc_epoch3	0.5404700878006217	0.03307808911835862	5
dev_noah_gbert_orig_f1_epoch3	0.5101231027828337	0.020630845014179396	5
