METRIC	AVERAGE	STD_DEV	N_RUNS
dev_f1_epoch	0.6321329322998154	0.25766382707874674	20
dev_acc_epoch	0.6911964138321713	0.2718563940514789	20
dev_hdt_gbert_orig_acc_epoch1	0.9568867326269386	0.0005018145101748565	5
dev_hdt_gbert_orig_f1_epoch1	0.8828664708483274	0.0005142980531225167	5
dev_noah_gbert_orig_acc_epoch1	0.4153480385682209	0.004457386706170984	5
dev_noah_gbert_orig_f1_epoch1	0.3705459462237156	0.0034178453916334033	5
dev_hdt_gbert_orig_acc_epoch2	0.9690735803867726	0.0005760426525788023	5
dev_hdt_gbert_orig_f1_epoch2	0.896577075037776	0.0006936408276879294	5
dev_noah_gbert_orig_acc_epoch2	0.423477303746753	0.005498251825346327	5
dev_noah_gbert_orig_f1_epoch2	0.37854223708944257	0.004019933970596963	5
