test.uzh.dbmdz-cased.orig.60.upos_f1_epoch1	0.4958676605977356
test.noah.dbmdz-cased.orig.60.upos_f1_epoch1	0.4924312664648992
test.noah.dbmdz-cased.orig.60.upos_acc_epoch1	0.5169462481127095
test.noah.dbmdz-cased.orig.60.upos_acc_epoch2	0.5065534137959781
test.uzh.dbmdz-cased.orig.60.upos_acc_epoch1	0.4314404432132964
test.noah.dbmdz-cased.orig.60.upos_f1_epoch2	0.4985221075905359
dev.hdt.dbmdz-cased.orig.60.upos_acc_epoch2	0.9818856847365993
test.lsdc.dbmdz-cased.orig.60.upos_f1_epoch1	0.12524883696636122
dev.hdt.dbmdz-cased.orig.60.upos_f1_epoch2	0.9666900475990757
dev.hdt.dbmdz-cased.orig.60.upos_acc_epoch1	0.9815110125747409
test.lsdc.dbmdz-cased.orig.60.upos_f1_epoch2	0.11919754302940218
test.lsdc.dbmdz-cased.orig.60.upos_acc_epoch1	0.17501239464551313
test.uzh.dbmdz-cased.orig.60.upos_acc_epoch2	0.41897506925207756
test.lsdc.dbmdz-cased.orig.60.upos_acc_epoch2	0.17203767972235995
dev.hdt.dbmdz-cased.orig.60.upos_f1_epoch1	0.9615310387656285
test.uzh.dbmdz-cased.orig.60.upos_f1_epoch2	0.48531886656820394
