N_RUNS	EPOCH	F1 (TEST)	STDEV (F1 TEST)	ACC (TEST)	STDEV (ACC TEST)	F1 (VAL)	STDEV (F1 VAL)	ACC (VAL)	STDEV (ACC VAL)
hdt
---------------------
5	1	-	-	-	-	0.883563724997849	0.0010555976276845778	0.9577033800370621	0.0007385323106393002
5	2	-	-	-	-	0.894721815306496	0.0003847071582147538	0.9666447849782209	0.0003308884763003603

uzh
---------------------
5	1	0.5161596798718044	0.011700269140769853	0.6049965301873699	0.002297424754649099	-	-	-	-
5	2	0.5145505305021285	0.007522285067467616	0.5998612074947952	0.00473931188867838	-	-	-	-

noah
---------------------
5	1	0.5247844074966099	0.004800454195277458	0.6503658984619357	0.004396148941845784	-	-	-	-
5	2	0.527884120144008	0.0062009278693039285	0.6511721659004478	0.00400707852871186	-	-	-	-

lsdc
---------------------
5	1	0.32830014648892647	0.018077012725653832	0.477144379328716	0.009722633751322656	-	-	-	-
5	2	0.32279759030508365	0.012972617267428497	0.47362812999467235	0.00876718270888618	-	-	-	-

