METRIC	AVERAGE	STD_DEV	N_RUNS
dev_f1_epoch	0.714096259206088	0.23491910568972088	30
dev_acc_epoch	0.7740887565539978	0.202216664463054	30
dev_hdt_xlmr_orig_acc_epoch1	0.9751067634293072	0.0006597583053648141	5
dev_hdt_xlmr_orig_f1_epoch1	0.9306858894976188	0.006595302548676944	5
dev_noah_xlmr_orig_acc_epoch1	0.5726800026812475	0.027291606567514594	5
dev_noah_xlmr_orig_f1_epoch1	0.46805159887829256	0.01621143967718406	5
dev_hdt_xlmr_orig_acc_epoch2	0.9755175262690399	0.0004605084326199348	5
dev_hdt_xlmr_orig_f1_epoch2	0.9510621923284444	0.005203396377364412	5
dev_noah_xlmr_orig_acc_epoch2	0.5765793026841204	0.013058922616522792	5
dev_noah_xlmr_orig_f1_epoch2	0.48927270193270134	0.005259754585424805	5
dev_hdt_xlmr_orig_acc_epoch3	0.9758127014541547	0.00012042098250464897	5
dev_hdt_xlmr_orig_f1_epoch3	0.9637448220101426	0.002940015544607966	5
dev_noah_xlmr_orig_acc_epoch3	0.5688362428061171	0.03248144105015257	5
dev_noah_xlmr_orig_f1_epoch3	0.48176035058933014	0.017329654887415967	5
