METRIC	AVERAGE	STD_DEV	N_RUNS
dev_gsd_camembert_orig_acc_epoch1	0.8282311400067257	0.00196754766287059	5
dev_gsd_camembert_orig_f1_epoch1	0.7120839943457503	0.002215560383707961	5
dev_rpic_camembert_orig_acc_epoch1	0.4963513920997086	0.008236492060438902	5
dev_rpic_camembert_orig_f1_epoch1	0.31206431932880174	0.00514668716661539	5
dev_gsd_camembert_orig_acc_epoch2	0.8766842282255352	0.002229437950083027	5
dev_gsd_camembert_orig_f1_epoch2	0.786439090823664	0.007133893637181604	5
dev_rpic_camembert_orig_acc_epoch2	0.516313197306262	0.0042498654162101525	5
dev_rpic_camembert_orig_f1_epoch2	0.33958469547802933	0.0034569948608260234	5
dev_f1_epochmem	0.5375430249940613	0.21362127050544324	20
dev_acc_epochmem	0.6793949894095579	0.1741196540484589	20
