METRIC	AVERAGE	STD_DEV	N_RUNS
dev_acc_epoch	0.7092469783344392	0.26156312412446775	20
dev_f1_epoch	0.6446312546766767	0.2534126472366963	20
dev_hdt_gbert_orig_acc_epoch1	0.967294253821858	0.000701802448268081	5
dev_hdt_gbert_orig_f1_epoch1	0.8937916555743097	0.0008499139948822285	5
dev_noah_gbert_orig_acc_epoch1	0.4404843041430018	0.004211244454512727	5
dev_noah_gbert_orig_f1_epoch1	0.38403598630397723	0.0021386281974308803	5
dev_hdt_gbert_orig_acc_epoch2	0.9741677492442481	0.0004286310000265691	5
dev_hdt_gbert_orig_f1_epoch2	0.9021467493973298	0.0006146771662060968	5
dev_noah_gbert_orig_acc_epoch2	0.4550416061286488	0.004183686555694566	5
dev_noah_gbert_orig_f1_epoch2	0.3985506274310903	0.00234537953102277	5
