N_RUNS	EPOCH	F1 (TEST)	STDEV (F1 TEST)	ACC (TEST)	STDEV (ACC TEST)	F1 (VAL)	STDEV (F1 VAL)	ACC (VAL)	STDEV (ACC VAL)
hdt
---------------------
5	1	-	-	-	-	0.8739792689110588	0.001187218885548008	0.9632343153853137	0.0003330433839726458
5	2	-	-	-	-	0.8900866065207156	0.010360725389394157	0.9664486886525264	0.0004150828860534275

noah
---------------------
5	1	0.47100527585731156	0.003232814780310434	0.7384192147018775	0.001453789618860368	-	-	-	-
5	2	0.47136268470696613	0.004722044667951016	0.7338378458488871	0.004612459025745485	-	-	-	-

